,age,workclass,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
28245,27,4,9,12,2,12,0,1,1,0,0,39,39,1
28246,30,6,15,9,2,13,0,2,1,0,0,39,39,1
28247,30,4,11,8,3,3,1,2,0,0,0,39,39,0
28248,29,2,3,1,4,8,1,0,0,0,0,19,39,0
28251,24,5,11,8,5,4,4,4,1,0,0,39,39,0
28252,20,4,1,6,5,8,4,2,0,0,0,39,39,0
28253,14,4,11,8,4,3,3,4,1,0,0,39,39,0
28256,36,5,11,8,2,3,0,4,1,81,0,44,39,1
28257,30,2,10,15,4,10,4,4,0,0,0,39,39,0
28258,11,4,11,8,2,4,0,4,1,0,0,49,39,1
28259,43,6,15,9,2,14,0,4,1,53,0,45,39,0
28261,28,6,11,8,2,3,0,4,1,97,0,49,39,1
28263,2,4,1,6,4,6,2,4,1,0,0,29,39,0
28264,34,6,14,14,2,10,0,3,1,121,0,69,19,1
28265,2,4,11,8,4,3,2,4,1,0,0,34,39,0
28267,27,4,10,15,2,4,0,4,1,0,0,59,39,1
28268,4,4,11,8,4,3,1,4,1,0,0,47,39,0
28269,16,4,11,8,4,10,1,4,1,0,0,39,39,0
28270,46,4,9,12,2,11,0,1,1,0,0,39,30,1
28271,27,0,11,8,4,0,4,2,0,0,0,39,39,0
28272,27,2,12,13,2,10,0,4,1,111,0,34,39,1
28273,11,1,11,8,4,4,4,4,0,0,0,69,33,0
28275,3,1,15,9,4,1,3,2,0,0,0,19,39,0
28276,4,0,15,9,4,0,3,4,0,0,0,23,39,0
28278,4,4,11,8,4,6,3,0,1,0,0,39,39,0
28279,17,1,15,9,2,7,0,2,1,0,0,51,39,0
28281,18,4,1,6,5,8,4,2,0,0,0,39,39,0
28282,9,4,11,8,4,5,1,4,1,0,0,39,39,0
28283,18,4,11,8,0,5,1,4,1,0,0,69,39,0
28285,10,6,15,9,2,8,0,4,1,0,0,39,39,0
28286,35,2,8,10,2,11,0,4,1,0,0,39,39,1
28287,26,6,9,12,4,10,4,4,0,0,0,49,39,0
28288,19,4,12,13,2,12,0,4,1,97,0,49,39,1
28290,41,4,11,8,4,1,1,4,0,0,0,39,39,0
28291,8,4,7,11,4,3,1,4,1,0,0,44,39,0
28292,37,4,12,13,2,8,0,4,1,0,0,39,39,0
28293,25,0,15,9,2,0,0,4,1,0,0,59,39,0
28294,48,5,9,12,2,4,0,4,1,121,0,64,39,1
28295,27,4,11,8,4,7,1,1,0,0,0,44,25,0
28296,44,4,4,2,2,3,0,4,1,0,0,39,8,0
28297,12,4,11,8,2,3,0,0,1,0,0,39,39,0
28299,7,7,15,9,4,8,1,4,0,0,0,39,2,0
28300,23,4,7,11,2,13,0,4,1,0,0,41,39,1
28301,25,5,14,14,2,10,0,4,1,0,0,59,5,1
28302,33,4,11,8,4,7,1,4,1,0,0,39,39,0
28303,1,0,11,8,4,0,3,4,0,0,28,19,39,0
28305,21,4,11,8,0,7,1,4,1,0,0,39,39,0
28306,24,4,11,8,2,1,0,2,1,0,0,44,39,0
28307,53,5,15,9,4,4,1,4,1,0,0,4,39,0
28310,40,6,11,8,2,3,0,4,1,0,0,47,39,1
28313,11,4,15,9,2,13,5,4,0,0,0,39,39,0
28314,28,6,11,8,2,4,0,4,1,0,0,49,39,0
28317,21,4,11,8,2,3,0,2,1,0,0,39,39,0
28318,21,6,12,13,2,10,0,2,1,121,0,59,39,1
28320,19,0,11,8,2,0,0,4,1,0,0,39,39,1
28321,13,4,11,8,2,7,0,4,1,0,0,43,39,0
28322,11,4,12,13,2,10,0,4,1,0,0,39,39,1
28323,36,4,6,4,4,3,1,2,1,0,0,39,23,0
28324,15,4,9,12,4,10,1,4,1,0,0,37,39,0
28325,40,5,14,14,2,10,0,4,1,111,0,59,39,1
28326,30,4,12,13,0,10,1,4,0,0,0,39,39,0
28327,19,4,15,9,2,3,0,4,1,0,0,55,39,0
28328,4,4,1,6,4,12,3,4,0,0,0,37,39,0
28329,8,7,9,12,2,11,0,4,1,0,0,39,39,1
28330,20,4,11,8,0,11,4,4,0,0,0,39,39,0
28331,14,4,11,8,0,8,4,4,0,0,0,29,39,0
28332,26,4,11,8,2,14,0,4,1,0,0,49,39,0
28333,44,4,11,8,0,12,4,4,0,0,90,24,39,0
28334,39,4,15,9,2,1,0,4,1,0,0,34,39,0
28335,18,4,9,12,2,4,0,1,1,0,0,39,0,0
28336,42,4,5,3,5,8,3,2,0,0,0,37,39,0
28337,27,6,15,9,2,3,0,4,1,0,50,54,39,1
28339,27,4,9,12,2,10,0,4,1,0,0,54,39,1
28340,47,4,15,9,2,8,0,4,1,0,0,39,39,0
28341,9,4,11,8,2,3,0,4,1,0,0,44,39,0
28343,33,4,9,12,2,3,0,4,1,0,0,39,0,0
28344,13,0,11,8,2,0,5,4,0,0,0,19,39,0
28345,29,4,11,8,0,1,1,4,0,0,0,43,39,0
28346,28,5,11,8,2,12,0,4,1,0,0,49,39,1
28347,27,1,11,8,4,1,4,4,0,0,0,39,39,0
28348,42,5,15,9,2,4,0,4,1,0,55,47,39,1
28349,48,5,10,15,2,4,0,4,1,121,0,39,39,1
28350,6,4,11,8,4,7,3,2,0,0,0,39,39,0
28351,16,4,15,9,0,1,4,2,0,0,0,37,39,0
28352,17,4,11,8,0,12,3,4,0,0,0,34,39,0
28354,45,4,9,12,2,4,0,4,1,0,0,34,39,1
28355,4,4,15,9,4,12,2,4,1,0,0,39,39,0
28356,24,4,11,8,2,3,0,4,1,0,0,7,39,0
28357,18,4,11,8,4,6,2,4,1,0,0,39,29,0
28358,45,2,15,9,0,8,1,4,1,0,0,44,39,0
28360,52,7,15,9,2,14,0,4,1,0,0,15,39,0
28361,2,6,15,9,4,12,3,4,0,0,0,15,39,0
28362,30,4,9,12,2,4,0,4,1,0,0,39,39,1
28363,35,5,15,9,2,12,0,4,1,0,0,87,39,1
28365,41,0,11,8,2,0,0,4,1,0,0,9,39,0
28366,13,4,11,8,2,14,0,4,1,0,0,71,39,1
28367,22,4,11,8,2,1,5,4,0,0,0,24,39,0
28368,56,4,9,12,2,10,0,4,1,10,0,73,39,0
28369,47,4,9,12,2,12,0,4,1,0,0,39,39,0
28371,34,4,11,8,2,10,0,4,1,0,0,39,39,1
28372,40,4,9,12,4,12,1,4,1,0,0,39,39,0
28373,8,4,11,8,4,7,4,4,1,0,0,39,39,0
28374,36,4,11,8,2,8,0,2,1,0,40,39,39,0
28375,22,4,15,9,4,8,1,4,0,0,0,24,39,0
28376,32,4,11,8,0,1,4,4,0,0,0,15,39,0
28377,6,2,9,12,4,10,1,4,0,0,10,39,39,0
28378,11,4,9,12,4,10,1,4,1,0,0,54,39,1
28379,29,4,12,13,2,10,0,4,1,0,55,49,39,1
28380,23,4,15,9,4,3,3,2,1,0,0,39,39,0
28381,7,4,11,8,2,7,0,4,1,0,0,49,39,0
28383,33,4,0,5,2,8,0,4,1,0,0,7,8,0
28385,18,4,11,8,2,4,0,4,1,0,0,39,39,0
28386,16,2,9,12,4,10,1,4,0,0,0,45,39,0
28387,37,1,9,12,0,4,1,4,1,0,0,39,39,0
28388,18,2,11,8,2,14,0,4,1,0,0,44,39,0
28390,30,5,15,9,2,5,0,4,1,0,0,39,39,0
28391,31,4,11,8,0,12,3,4,0,0,0,19,39,0
28392,16,2,8,10,4,1,3,4,1,0,34,54,39,0
28395,19,4,13,0,4,7,1,2,1,0,0,39,33,0
28396,13,4,9,12,4,4,1,4,0,0,0,54,39,0
28397,22,4,15,9,2,3,0,4,1,0,0,54,39,1
28398,8,4,15,9,4,6,1,0,1,0,0,39,39,0
28399,23,4,11,8,0,8,1,4,0,0,0,34,39,0
28400,8,5,11,8,2,4,0,4,1,0,0,39,39,0
28401,16,4,11,8,2,7,5,4,0,0,0,39,26,0
28402,36,1,15,9,0,6,1,4,1,0,0,39,39,0
28403,1,4,1,6,4,8,3,4,1,0,0,9,39,0
28404,24,4,11,8,4,7,4,2,1,0,0,39,39,0
28405,8,4,9,12,2,10,0,4,1,0,0,49,39,0
28406,49,6,5,3,6,5,4,4,1,0,0,49,39,0
28407,36,4,15,9,0,1,4,4,0,15,0,39,39,0
28409,11,4,11,8,5,12,4,2,0,0,0,39,39,0
28411,12,6,0,5,0,3,1,4,1,0,0,78,39,0
28412,9,4,15,9,2,4,5,4,0,0,0,39,39,0
28413,9,4,11,8,4,6,1,4,1,0,0,41,39,0
28414,9,4,6,4,4,8,1,4,1,0,0,34,39,0
28416,19,4,4,2,2,3,0,4,1,0,0,39,26,0
28417,17,4,15,9,2,3,0,4,1,111,0,44,39,1
28418,15,1,11,8,4,1,1,4,1,0,0,39,39,0
28419,40,6,11,8,2,3,0,4,1,0,0,49,39,1
28421,21,4,9,12,4,4,1,4,0,0,0,37,39,0
28422,22,4,11,8,0,8,1,3,0,0,0,39,6,0
28423,18,4,11,8,2,3,0,4,1,0,79,39,39,0
28425,58,0,15,9,2,0,0,4,1,0,0,7,39,0
28426,11,4,11,8,4,8,1,2,1,0,0,39,39,0
28427,24,6,12,13,4,4,1,4,0,0,0,54,39,0
28428,22,1,6,4,2,7,0,4,1,0,0,39,39,1
28429,14,1,15,9,4,13,1,4,1,0,0,39,39,0
28430,21,7,11,8,0,1,1,4,0,0,0,37,39,0
28431,26,7,15,9,0,4,4,2,0,0,0,37,0,0
28433,25,4,12,13,2,10,0,1,1,0,51,54,19,1
28434,29,4,9,12,5,10,4,2,0,0,0,35,39,0
28436,25,4,15,9,0,10,4,4,0,0,0,19,39,0
28437,52,4,11,8,6,4,1,4,0,0,0,39,39,0
28438,30,1,8,10,2,1,5,4,0,0,0,34,39,0
28439,32,7,11,8,2,3,0,4,1,0,0,39,32,0
28441,35,4,4,2,2,12,5,4,0,0,0,14,8,0
28442,16,4,4,2,2,8,0,4,1,0,0,58,26,0
28443,1,4,1,6,4,8,3,4,0,0,0,5,39,0
28444,38,6,11,8,5,5,4,4,0,0,0,54,39,0
28445,44,4,5,3,2,5,0,2,1,0,0,39,39,0
28446,44,1,15,9,2,1,0,4,1,101,0,39,39,1
28447,22,4,9,12,0,4,1,4,1,0,0,44,39,1
28449,44,4,11,8,0,1,4,2,0,0,0,39,39,0
28450,19,4,7,11,2,12,5,4,0,0,0,14,39,0
28452,36,4,12,13,2,10,0,1,1,70,0,39,19,1
28453,21,4,8,10,2,13,5,4,0,0,0,35,39,1
28454,29,4,9,12,2,4,0,4,1,94,0,49,39,1
28455,10,2,11,8,2,6,0,4,1,0,0,39,39,0
28456,15,6,1,6,5,6,4,4,0,0,0,39,27,0
28457,43,2,9,12,6,10,4,4,0,0,0,59,39,1
28458,6,4,9,12,4,4,3,4,1,0,0,39,39,0
28459,12,4,9,12,4,10,4,4,0,109,0,49,39,1
28461,8,4,11,8,4,12,3,4,1,0,0,34,39,0
28462,12,4,9,12,2,7,0,4,1,0,0,47,39,0
28463,73,1,11,8,2,3,0,4,1,0,0,29,39,0
28465,15,4,11,8,4,3,3,2,1,0,0,37,39,0
28466,1,4,11,8,3,8,3,2,1,0,0,39,23,0
28467,18,4,15,9,4,8,1,4,0,0,0,64,39,0
28468,33,4,6,4,2,3,0,4,1,45,0,39,39,0
28469,37,4,11,8,2,3,0,4,1,81,0,39,39,1
28471,11,5,11,8,4,4,1,4,1,0,0,64,39,1
28472,34,4,6,4,2,5,0,4,1,0,0,39,26,0
28473,14,4,15,9,4,3,4,4,1,0,0,41,26,0
28474,52,4,11,8,5,14,4,2,0,35,0,39,39,0
28476,54,0,15,9,6,0,1,4,0,0,0,13,2,0
28477,11,4,0,5,0,7,3,4,0,0,0,39,39,0
28478,11,0,0,5,5,0,1,4,1,0,0,78,39,0
28479,8,4,11,8,4,6,3,4,1,0,0,91,39,0
28480,32,6,7,11,2,3,0,4,1,0,0,29,4,0
28481,35,4,6,4,2,6,0,4,1,0,0,39,39,0
28482,6,4,9,12,4,10,1,4,1,0,0,39,0,0
28483,15,4,4,2,3,3,2,4,1,0,0,39,8,0
28484,14,4,15,9,4,12,1,1,0,0,0,49,39,0
28485,13,4,11,8,4,3,3,4,1,0,0,49,39,0
28486,7,4,11,8,2,3,0,4,1,0,0,59,39,0
28487,28,4,7,11,2,3,0,4,1,0,0,65,41,0
28489,35,4,9,12,2,4,0,4,1,111,0,54,39,1
28490,25,7,11,8,0,1,1,2,0,0,0,24,39,0
28494,24,4,6,4,2,8,0,4,1,0,0,54,28,0
28495,38,4,11,8,0,12,4,2,0,0,0,39,39,0
28496,14,6,8,10,2,4,0,4,1,53,0,49,39,0
28497,8,7,9,12,4,11,1,2,0,0,0,39,39,0
28498,15,4,11,8,2,4,0,4,1,0,0,39,39,0
28499,12,1,15,9,4,1,2,4,1,0,0,39,39,0
28500,20,4,11,8,0,8,1,2,0,0,0,39,0,0
28501,35,4,5,3,6,8,1,4,0,0,0,39,39,0
28503,4,0,15,9,4,0,3,4,1,0,0,23,39,0
28505,22,7,15,9,2,1,0,4,1,0,0,39,0,0
28506,23,5,15,9,2,14,0,4,1,0,0,39,39,1
28507,37,4,3,1,5,9,2,4,0,0,0,39,26,0
28508,18,4,9,12,0,12,1,4,1,0,0,39,39,0
28509,17,4,8,10,4,13,1,4,0,0,54,39,39,0
28511,40,4,10,15,2,10,0,1,1,0,0,39,36,1
28512,9,4,9,12,4,8,2,4,0,0,0,39,39,0
28513,38,6,9,12,6,12,4,4,0,0,0,14,39,0
28514,34,4,9,12,5,1,4,4,0,0,0,39,39,0
28515,18,4,7,11,4,14,1,2,1,0,0,29,23,0
28517,0,4,1,6,4,1,3,4,0,0,0,7,39,0
28519,22,1,14,14,2,10,0,4,1,0,50,49,39,1
28521,22,4,8,10,0,12,4,4,0,0,0,39,39,0
28523,29,2,12,13,2,4,0,4,1,0,0,49,39,1
28524,56,4,5,3,2,6,0,4,1,0,0,24,39,0
28525,30,2,15,9,0,10,1,4,0,0,49,39,39,0
28526,11,4,11,8,4,12,4,4,0,0,0,69,39,0
28527,10,4,0,5,4,12,2,4,1,0,56,39,39,0
28528,21,4,14,14,4,4,1,4,1,0,0,39,39,1
28529,2,4,11,8,4,12,1,4,1,0,0,34,39,0
28530,43,2,8,10,0,10,4,4,1,0,0,39,39,1
28532,35,4,1,6,2,7,0,4,1,0,0,39,39,0
28533,19,4,9,12,0,4,1,4,0,0,0,44,39,0
28534,9,2,12,13,4,10,1,4,0,0,0,39,2,0
28535,11,7,9,12,4,10,3,4,1,0,0,15,39,0
28536,21,5,9,12,2,3,0,4,1,0,0,49,39,1
28537,30,4,12,13,2,4,0,4,1,0,0,49,39,1
28538,33,4,9,12,0,4,4,4,0,0,0,39,39,1
28539,10,4,11,8,2,12,0,4,1,0,0,39,39,0
28540,30,4,15,9,6,10,4,4,0,0,0,39,39,0
28541,19,4,0,5,2,7,3,4,0,60,0,39,39,0
28542,32,4,11,8,0,7,1,2,1,0,0,39,39,0
28543,51,0,15,9,2,0,0,4,1,0,0,47,39,1
28544,46,4,11,8,0,4,1,4,0,0,0,39,39,0
28545,19,4,11,8,2,14,0,4,1,0,0,69,39,1
28546,25,4,15,9,0,1,4,4,0,0,0,34,39,0
28547,11,4,12,13,4,4,1,2,0,0,0,44,39,0
28548,51,0,11,8,2,0,5,4,0,0,0,7,39,0
28549,21,4,11,8,2,1,5,4,0,0,0,21,39,0
28550,26,4,9,12,2,10,0,4,1,0,51,39,39,1
28551,32,4,15,9,2,10,0,4,1,0,0,39,39,1
28552,42,4,11,8,0,7,1,4,0,0,0,39,39,0
28553,8,4,9,12,2,12,0,4,1,0,0,39,39,1
28554,9,4,7,11,4,10,1,4,0,0,0,35,39,0
28555,42,4,15,9,0,10,1,4,0,0,0,47,39,0
28556,17,4,15,9,2,3,0,4,1,0,0,44,39,0
28557,17,4,12,13,2,10,0,1,1,0,0,42,19,1
28558,50,4,11,8,6,8,1,4,0,0,0,23,39,0
28559,28,4,8,10,0,4,1,4,0,0,0,43,39,0
28560,47,4,5,3,2,3,0,2,1,0,0,39,39,0
28561,34,4,12,13,2,10,0,4,1,0,0,37,2,1
28562,14,4,9,12,2,12,0,4,1,0,0,54,39,1
28563,25,5,9,12,2,4,0,4,1,0,0,44,39,1
28564,48,4,4,2,2,8,0,1,1,0,0,39,39,0
28567,16,4,0,5,0,7,1,4,0,0,0,39,39,0
28568,0,2,1,6,4,3,3,4,1,0,0,34,39,0
28569,46,4,12,13,2,6,0,4,1,0,0,45,39,0
28570,31,4,11,8,2,7,0,4,1,0,0,59,39,1
28571,28,2,7,11,2,6,0,4,1,0,0,39,39,0
28572,0,4,0,5,4,6,3,4,1,0,0,9,39,0
28573,9,2,11,8,2,3,0,4,1,0,0,39,39,0
28574,21,1,15,9,0,13,4,2,0,0,0,39,39,0
28575,12,4,11,8,2,4,5,4,0,0,0,39,28,0
28576,27,4,15,9,6,1,4,4,0,0,0,31,39,0
28577,26,1,12,13,2,3,0,4,1,0,0,39,39,0
28578,22,7,9,12,2,4,0,4,1,0,0,39,39,0
28579,26,4,11,8,4,8,1,2,1,0,0,39,14,0
28580,6,4,11,8,4,1,4,4,0,0,0,44,39,0
28581,2,4,11,8,4,8,3,1,0,0,0,39,39,0
28582,32,6,6,4,2,3,0,4,1,0,0,39,2,0
28583,35,4,15,9,2,3,0,4,1,79,0,39,39,0
28584,15,4,11,8,2,14,0,4,1,0,0,49,39,0
28585,21,4,9,12,2,14,0,4,1,72,0,39,39,0
28586,8,0,4,2,4,0,4,4,0,0,0,24,8,0
28587,27,4,15,9,0,6,3,4,1,0,0,39,39,0
28588,46,4,5,3,2,12,0,4,1,0,0,39,39,0
28589,25,2,11,8,5,8,1,2,0,0,0,59,0,0
28590,4,4,15,9,4,12,3,4,1,0,0,39,4,0
28592,7,6,11,8,5,8,4,4,0,0,0,49,39,0
28593,33,7,11,8,2,14,0,4,1,0,0,39,33,0
28594,9,5,9,12,2,12,0,4,1,0,0,78,39,1
28595,18,4,11,8,2,4,0,4,1,0,0,34,39,0
28596,14,4,9,12,2,3,0,4,1,0,0,43,39,1
28597,7,4,3,1,4,5,1,3,1,0,0,65,26,0
28598,23,4,11,8,2,3,0,4,1,0,0,55,39,0
28599,14,4,9,12,4,4,1,4,1,0,0,54,39,0
28600,26,4,11,8,4,6,3,4,1,0,0,39,31,0
28601,27,4,11,8,2,12,0,4,1,0,0,34,39,1
28602,23,4,9,12,4,10,2,4,0,0,0,39,39,0
28603,58,0,4,2,2,0,0,4,1,0,0,24,39,0
28604,35,2,15,9,2,11,0,4,1,53,0,41,39,0
28605,34,6,4,2,2,3,0,4,1,0,0,39,39,0
28607,23,4,7,11,2,12,0,4,1,97,0,49,39,1
28608,23,6,15,9,4,7,1,4,1,0,0,34,39,0
28610,21,2,15,9,2,11,0,4,1,0,0,59,39,1
28611,12,4,8,10,0,6,4,4,1,0,0,49,39,0
28612,20,4,15,9,0,1,1,2,0,0,0,36,39,0
28613,20,4,11,8,2,3,0,4,1,111,0,44,39,1
28615,29,2,11,8,2,7,0,2,1,0,0,39,39,0
28616,29,4,7,11,2,4,0,4,1,0,0,39,39,1
28617,20,4,15,9,4,11,3,2,1,0,0,29,39,0
28618,17,4,15,9,5,1,4,2,0,0,0,39,0,0
28619,21,4,15,9,0,1,4,4,0,0,0,42,39,0
28621,17,4,9,12,4,8,1,4,0,0,0,34,39,0
28622,40,4,9,12,2,10,0,4,1,0,0,39,39,0
28623,16,4,1,6,4,3,1,4,1,0,0,64,39,0
28624,9,2,15,9,4,11,3,4,1,0,0,39,39,0
28625,3,4,11,8,4,12,1,4,0,0,0,81,39,0
28626,21,4,9,12,2,10,0,4,1,94,0,59,39,1
28627,44,4,15,9,2,8,0,4,1,0,0,5,39,0
28628,19,6,10,15,2,10,0,4,1,0,0,44,0,1
28629,44,0,11,8,2,0,0,4,1,52,0,39,39,1
28630,0,4,15,9,4,3,3,4,1,0,0,15,39,0
28631,23,4,15,9,2,7,0,3,1,0,0,39,39,1
28633,4,4,7,11,4,12,3,4,0,0,0,31,39,0
28634,24,4,11,8,4,8,3,4,1,0,0,39,29,0
28635,29,4,1,6,5,7,1,4,0,0,0,39,39,0
28636,38,1,11,8,2,4,0,4,1,0,0,39,39,0
28637,10,4,7,11,4,12,1,4,1,0,0,51,39,0
28638,22,4,11,8,2,8,0,4,1,0,0,41,39,0
28639,19,4,11,8,4,14,3,2,1,0,0,47,39,0
28640,34,4,15,9,2,14,0,4,1,66,0,39,39,0
28641,10,4,9,12,4,12,1,4,1,0,0,39,39,0
28642,13,2,9,12,2,10,0,4,1,0,0,39,39,1
28643,25,4,11,8,0,12,1,4,1,0,0,46,39,0
28644,6,4,9,12,4,8,3,4,0,0,0,19,39,0
28645,39,4,8,10,2,4,0,4,1,111,0,39,39,1
28646,24,6,15,9,2,3,0,4,1,0,0,49,39,0
28647,32,4,11,8,2,3,0,4,1,0,0,45,39,0
28648,29,1,8,10,0,3,1,0,0,0,0,59,39,0
28649,37,4,11,8,2,3,0,4,1,0,0,39,12,0
28650,21,4,15,9,2,14,0,4,1,94,0,42,39,1
28651,28,6,14,14,2,10,0,1,1,0,0,49,19,1
28652,33,6,14,14,2,10,0,4,1,0,81,29,39,1
28654,14,4,11,8,4,5,1,4,1,0,0,39,21,0
28655,10,4,11,8,0,8,1,4,1,0,0,29,39,0
28657,29,4,1,6,4,14,3,4,1,0,0,29,39,0
28659,19,7,8,10,2,8,0,1,1,0,0,39,39,0
28661,34,4,11,8,2,12,0,4,1,0,58,44,39,0
28662,26,4,15,9,0,8,1,4,1,0,0,29,39,0
28663,37,4,15,9,6,10,1,4,1,0,0,49,39,0
28664,7,4,6,4,4,7,3,2,0,0,0,39,6,0
28665,12,4,14,14,4,10,1,1,1,0,0,54,39,0
28666,23,7,15,9,0,1,4,4,0,0,0,37,39,0
28668,14,4,9,12,4,1,1,4,1,0,0,49,39,0
28669,40,4,10,15,2,13,0,4,1,0,55,39,11,1
28670,15,4,12,13,4,1,1,2,0,0,0,39,39,0
28672,7,4,15,9,2,3,0,4,1,0,0,34,39,0
28673,7,4,7,11,0,8,1,4,0,0,0,21,39,0
28674,7,4,8,10,2,3,0,4,1,0,0,39,13,0
28675,32,2,9,12,2,10,5,4,0,97,0,29,39,1
28676,10,6,11,8,2,5,0,4,1,0,24,69,39,0
28678,16,4,15,9,2,3,0,4,1,0,0,59,39,1
28680,28,4,9,12,2,4,5,4,0,0,0,39,39,1
28682,30,4,11,8,0,3,4,4,1,0,5,39,39,0
28683,5,4,15,9,3,12,3,3,0,0,0,21,6,0
28685,19,4,6,4,2,6,0,4,1,0,0,39,39,0
28686,32,0,11,8,2,0,0,4,1,0,0,39,39,0
28687,41,6,5,3,2,14,0,4,1,0,0,39,39,1
28688,3,0,15,9,4,0,3,4,0,0,0,39,0,0
28689,17,5,9,12,0,12,4,4,0,0,0,39,39,0
28690,19,4,12,13,2,10,5,4,0,0,55,43,39,1
28691,11,2,9,12,4,1,1,2,0,69,0,59,39,0
28692,21,2,8,10,0,4,3,4,1,0,0,39,39,0
28693,15,4,1,6,4,3,1,1,1,0,0,39,19,0
28694,18,5,11,8,2,4,0,4,1,0,0,59,39,0
28695,34,5,7,11,2,12,0,4,1,0,0,59,39,0
28696,16,4,15,9,4,4,1,4,1,0,0,44,39,0
28697,54,4,12,13,0,10,1,4,0,0,0,14,11,0
28699,36,6,11,8,2,12,0,4,1,0,0,49,39,0
28700,23,4,8,10,2,1,0,4,1,0,0,39,39,1
28701,47,6,11,8,2,12,0,4,1,0,0,4,39,0
28702,25,1,11,8,2,1,0,4,1,0,0,47,39,1
28703,8,4,11,8,2,3,0,4,1,0,0,39,39,1
28704,49,4,15,9,6,12,4,4,0,0,0,49,39,1
28705,42,1,12,13,4,10,1,4,0,0,0,39,0,1
28706,25,6,15,9,2,4,0,4,1,0,0,54,39,1
28707,7,4,11,8,4,5,4,4,1,0,0,39,39,0
28709,9,4,15,9,4,12,3,4,0,0,0,23,39,0
28710,5,4,11,8,4,8,3,2,1,0,0,29,39,0
28711,16,4,15,9,2,12,0,4,1,0,0,39,39,0
28712,46,4,1,6,4,5,1,4,1,0,0,11,39,0
28714,16,4,4,2,3,3,1,4,1,0,0,39,26,0
28715,40,0,5,3,2,0,5,4,0,10,0,44,33,0
28717,53,6,8,10,2,5,0,4,1,0,0,23,39,1
28718,25,4,11,8,2,13,0,4,1,0,0,39,39,1
28719,8,2,9,12,4,10,1,2,0,0,0,39,39,0
28720,11,4,15,9,2,7,0,4,1,0,0,39,39,1
28721,63,6,11,8,2,8,0,4,1,12,0,39,39,0
28722,19,4,0,5,4,14,1,2,0,0,0,39,39,0
28724,21,4,11,8,2,1,0,4,1,0,0,59,39,1
28725,35,7,11,8,5,8,1,4,0,0,0,34,39,0
28726,32,4,11,8,6,1,4,4,0,0,0,39,39,0
28728,19,4,15,9,2,12,0,2,1,97,0,49,39,1
28729,53,5,14,14,2,10,0,4,1,0,0,34,39,1
28730,38,4,15,9,6,5,1,4,1,0,74,61,39,1
28731,8,4,9,12,6,4,1,4,0,0,0,39,39,0
28732,42,4,11,8,2,7,5,4,0,0,0,39,22,1
28734,24,2,7,11,5,3,1,4,1,0,0,49,39,0
28735,45,4,11,8,2,4,0,4,1,0,0,44,39,1
28736,37,4,11,8,4,1,2,4,0,0,0,39,39,0
28737,21,4,11,8,4,8,4,2,0,0,0,39,39,0
28738,35,4,11,8,2,10,0,4,1,97,0,39,39,1
28740,57,5,11,8,2,4,0,4,1,0,0,29,39,1
28741,18,6,4,2,2,8,5,4,0,0,0,14,26,0
28742,24,4,2,7,0,1,1,0,1,0,0,39,39,0
28743,13,4,8,10,2,13,5,4,0,0,0,39,39,0
28744,8,4,11,8,2,7,0,4,1,0,0,47,39,0
28745,18,4,15,9,4,4,1,4,1,107,0,59,39,1
28746,21,4,9,12,2,4,0,4,1,111,0,49,39,1
28747,17,7,12,13,2,7,0,4,1,0,47,39,39,1
28748,31,4,12,13,2,4,0,4,1,0,0,49,39,1
28749,33,6,4,2,4,13,1,1,0,0,0,14,39,0
28752,22,4,9,12,0,1,4,4,1,0,0,39,39,0
28753,3,4,1,6,4,8,3,4,0,0,0,39,39,0
28756,8,4,15,9,4,8,2,3,0,0,0,24,7,0
28758,48,4,10,15,6,10,1,4,0,0,0,39,39,0
28759,15,6,9,12,2,7,0,4,1,0,0,69,39,1
28760,16,5,9,12,4,10,1,4,1,0,0,44,39,0
28761,15,7,15,9,4,13,4,2,0,0,0,19,39,0
28763,24,2,15,9,0,11,4,4,0,0,0,39,39,0
28765,55,4,0,5,2,8,0,4,1,37,0,11,39,0
28766,19,4,11,8,0,4,1,4,1,0,0,51,39,0
28767,50,6,11,8,2,5,0,4,1,19,0,19,39,0
28768,11,4,11,8,2,14,0,4,1,68,0,44,39,0
28769,7,4,1,6,2,6,0,3,1,0,0,39,39,0
28770,0,4,5,3,4,12,3,4,1,0,0,7,39,0
28771,15,6,9,12,0,4,4,2,0,0,0,29,39,0
28772,50,4,1,6,6,8,1,4,0,0,0,39,39,0
28773,4,0,15,9,4,0,2,1,1,0,0,9,40,0
28774,34,4,12,13,2,10,0,1,1,79,0,39,19,0
28775,15,4,3,1,4,3,1,4,1,62,0,39,13,0
28776,22,4,15,9,2,4,0,4,1,0,0,39,39,1
28777,1,6,15,9,4,3,1,4,0,0,0,34,39,0
28778,33,6,9,12,2,3,0,4,1,0,0,44,39,1
28779,7,4,0,5,4,12,1,4,0,0,0,14,39,0
28780,4,2,15,9,4,1,1,4,0,0,0,39,39,0
28781,7,4,9,12,4,1,2,1,0,0,0,15,39,0
28782,17,4,8,10,4,8,3,4,1,0,0,39,39,0
28783,51,0,0,5,2,0,0,4,1,0,0,34,39,0
28784,32,6,0,5,4,3,1,2,1,0,0,31,39,0
